2017-12-13 19:59:58, -21, 1413
2017-12-13 20:00:03, -21, 1473
2017-12-13 20:00:05, -21, 1550
2017-12-13 20:00:09, -21, 1379
2017-12-13 20:00:09, -21, 1226
2017-12-13 20:00:11, -21, 1352
2017-12-13 20:00:17, -21, 1336
2017-12-13 20:00:19, -21, 1214
2017-12-13 20:00:22, -21, 1320
2017-12-13 20:00:25, -21, 1310
2017-12-13 20:00:28, -20, 1487
2017-12-13 20:00:30, -21, 1316
2017-12-13 20:00:40, -21, 1614
2017-12-13 20:00:48, -21, 1532
2017-12-13 20:00:50, -20, 1508
2017-12-13 20:00:53, -20, 1390
2017-12-13 20:00:54, -21, 1406
2017-12-14 00:54:08, -12, 719
2017-12-14 00:54:08, -14, 702
2017-12-14 00:54:10, -10, 730
2017-12-14 00:54:16, -12, 730
2017-12-14 00:54:51, -10, 794
2017-12-14 00:54:54, -9, 981
2017-12-14 00:54:55, -9, 714
2017-12-14 00:55:00, -9, 718
2017-12-14 00:55:00, -12, 944
2017-12-14 00:55:05, -14, 926
2017-12-14 00:55:06, -10, 665
2017-12-14 00:55:11, -8, 753
2017-12-14 00:55:14, -6, 645
2017-12-14 00:55:17, -11, 743
2017-12-14 00:55:27, -10, 651
2017-12-14 00:55:27, -11, 742
2017-12-14 00:55:30, -12, 702
2017-12-14 00:55:33, -11, 959
2017-12-14 00:55:34, -10, 690
2017-12-14 00:55:35, -9, 821
2017-12-14 00:55:35, -10, 863
2017-12-14 00:55:37, -10, 810
2017-12-14 00:55:40, -9, 1037
2017-12-14 00:55:40, -8, 908
2017-12-14 00:55:43, -9, 819
2017-12-14 00:55:45, -11, 683
2017-12-14 00:55:47, -11, 785
2017-12-14 00:55:50, -12, 830
2017-12-14 00:55:51, -9, 904
2017-12-14 00:55:54, -9, 822
2017-12-14 00:55:55, -12, 873
2017-12-14 00:55:57, -13, 866
2017-12-14 00:55:58, -11, 842
