2017-12-13 19:43:56, -21, 1206
2017-12-13 19:43:59, -21, 1221
2017-12-13 19:44:01, -21, 1269
2017-12-13 19:44:02, -21, 1222
2017-12-13 19:44:06, -21, 1295
2017-12-13 19:44:35, -21, 1193
2017-12-13 19:44:37, -21, 1278
2017-12-13 19:44:40, -21, 1278
2017-12-13 19:44:44, -21, 1218
2017-12-13 19:44:49, -20, 1344
2017-12-13 19:44:51, -21, 1251
2017-12-13 19:44:52, -21, 1208
2017-12-13 19:44:54, -19, 1601
2017-12-13 19:44:55, -21, 1318
2017-12-13 19:44:56, -20, 1348
2017-12-13 19:44:56, -21, 1218
2017-12-13 19:45:02, -21, 1312
2017-12-13 19:45:05, -21, 1317
2017-12-13 19:45:07, -19, 1604
2017-12-13 19:45:08, -21, 1547
2017-12-13 19:45:10, -21, 1358
2017-12-13 19:45:14, -21, 1420
2017-12-13 19:45:14, -21, 1329
2017-12-13 19:45:14, -20, 1454
2017-12-13 19:45:16, -21, 1322
2017-12-13 19:45:17, -19, 1718
2017-12-13 19:45:19, -21, 1359
2017-12-13 19:45:26, -19, 1940
2017-12-13 19:45:27, -21, 1449
2017-12-13 19:46:07, -20, 1779
2017-12-13 19:46:12, -18, 2073
2017-12-13 19:46:23, -20, 1853
2017-12-13 19:46:36, -21, 1251
2017-12-13 19:47:08, -20, 1456
2017-12-13 19:47:10, -20, 1464
2017-12-13 19:47:11, -21, 1440
2017-12-13 19:47:31, -20, 1642
2017-12-13 19:47:42, -21, 1449
2017-12-13 19:47:43, -20, 1445
2017-12-13 19:47:44, -21, 1292
2017-12-13 19:47:46, -21, 1320
2017-12-13 19:47:46, -21, 1404
2017-12-13 19:47:50, -21, 1218
2017-12-13 19:47:51, -21, 1283
2017-12-13 19:47:52, -20, 1360
2017-12-13 19:47:54, -21, 1290
2017-12-13 19:47:55, -21, 1212
2017-12-13 19:47:59, -20, 1436
2017-12-13 19:48:00, -21, 1422
2017-12-13 19:48:08, -20, 1367
2017-12-13 19:48:10, -21, 1413
2017-12-13 19:48:12, -21, 1368
2017-12-13 19:48:23, -20, 1614
2017-12-13 19:48:26, -19, 1730
2017-12-13 19:48:27, -21, 1469
2017-12-13 19:48:29, -21, 1502
2017-12-13 19:48:38, -19, 1736
2017-12-13 19:48:39, -21, 1222
2017-12-13 19:49:02, -21, 1378
2017-12-13 19:49:12, -20, 1887
2017-12-13 19:49:17, -20, 1433
2017-12-13 19:49:18, -21, 1403
2017-12-13 19:51:46, -21, 1241
2017-12-13 19:52:00, -20, 1385
2017-12-13 19:52:06, -21, 1445
2017-12-13 19:52:13, -21, 1416
2017-12-13 19:52:15, -21, 1325
2017-12-13 19:52:17, -21, 1320
2017-12-13 19:52:18, -20, 1403
2017-12-13 19:52:22, -19, 1547
2017-12-13 19:52:23, -21, 1260
2017-12-13 19:52:33, -21, 1401
2017-12-13 19:52:39, -20, 1409
2017-12-13 19:52:41, -21, 1263
2017-12-13 19:52:47, -21, 1396
2017-12-13 19:52:47, -20, 1346
2017-12-13 19:52:55, -20, 1824
2017-12-13 19:52:57, -20, 1347
2017-12-13 19:53:03, -21, 1449
2017-12-13 19:53:03, -20, 1432
2017-12-13 19:53:06, -20, 1438
2017-12-13 19:53:07, -19, 1523
2017-12-13 19:53:08, -21, 1379
2017-12-13 19:53:09, -21, 1415
2017-12-13 19:53:09, -20, 1512
2017-12-13 19:53:11, -19, 1623
2017-12-13 19:53:14, -21, 1424
2017-12-13 19:53:20, -21, 1515
2017-12-13 19:53:23, -19, 1658
2017-12-13 19:53:25, -19, 1712
2017-12-13 19:53:26, -19, 1559
2017-12-13 19:53:32, -20, 1636
2017-12-13 19:53:46, -18, 1695
2017-12-13 19:53:46, -19, 1702
2017-12-13 19:53:58, -19, 1700
2017-12-13 19:54:59, -21, 1328
2017-12-13 19:55:00, -21, 1328
2017-12-13 19:55:03, -21, 1433
2017-12-13 19:55:03, -21, 1306
2017-12-13 19:55:12, -20, 1546
2017-12-13 19:55:15, -21, 1407
2017-12-13 19:55:24, -21, 1216
2017-12-13 19:55:24, -20, 1569
2017-12-13 19:55:28, -19, 1545
2017-12-13 19:55:31, -19, 1820
2017-12-13 19:55:35, -21, 1218
2017-12-13 19:55:35, -20, 1442
2017-12-13 19:55:35, -21, 1208
2017-12-13 19:55:39, -21, 1202
2017-12-13 19:55:44, -20, 1486
2017-12-13 19:55:44, -21, 1316
2017-12-13 19:55:49, -20, 1491
2017-12-13 19:55:50, -21, 1410
2017-12-13 19:55:50, -21, 1206
2017-12-13 19:55:51, -21, 1290
2017-12-13 19:55:56, -20, 1386
2017-12-13 19:55:57, -20, 1553
2017-12-13 19:55:58, -21, 1684
2017-12-13 19:56:00, -21, 1457
2017-12-13 19:56:06, -21, 1320
2017-12-13 19:56:13, -21, 1344
2017-12-13 19:56:22, -20, 1527
2017-12-13 19:56:28, -21, 1526
2017-12-13 19:56:30, -19, 1672
2017-12-13 19:56:32, -20, 1689
2017-12-13 19:56:35, -20, 1428
2017-12-13 19:56:37, -20, 1437
2017-12-13 19:57:16, -21, 1210
2017-12-13 19:57:21, -21, 1214
2017-12-13 19:57:29, -21, 1200
2017-12-13 19:57:30, -21, 1328
2017-12-13 19:57:34, -21, 1334
2017-12-13 19:57:44, -20, 1337
2017-12-13 19:57:50, -21, 1222
2017-12-13 19:57:51, -21, 1317
2017-12-13 19:57:54, -21, 1220
2017-12-13 19:58:00, -21, 1229
2017-12-13 19:58:03, -21, 1331
2017-12-13 19:58:07, -21, 1254
2017-12-13 19:58:09, -20, 1442
2017-12-13 19:58:11, -21, 1220
2017-12-13 19:58:11, -21, 1214
2017-12-13 19:58:13, -21, 1305
2017-12-13 19:58:14, -21, 1367
2017-12-13 19:58:15, -20, 1532
2017-12-13 19:58:19, -21, 1222
2017-12-13 19:58:22, -21, 1390
2017-12-13 19:58:24, -20, 1553
2017-12-13 19:58:27, -21, 1224
2017-12-13 19:58:28, -21, 1388
2017-12-13 19:58:38, -21, 1456
2017-12-13 19:58:42, -21, 1238
2017-12-13 19:58:46, -21, 1328
2017-12-13 19:59:02, -20, 1421
2017-12-13 19:59:05, -21, 1415
2017-12-13 19:59:44, -21, 1401
2017-12-13 19:59:57, -21, 1366
